序号,评论ID (rpid),评论内容,评论时间,Unix时间戳,层级,根评论ID,父评论ID,视频ID (oid),视频链接,视频标题,评论跳转链接
97,264666199312,回复 @剪子没有刀 :我也要,2025-06-04 21:00:07,1749042007,回复,263419060785,263443965697,114607528155954,https://www.bilibili.com/video/av114607528155954,在把手当福利抽了和逃避之间选择了更新,https://www.bilibili.com/video/av114607528155954#reply264666199312
98,264599999376,你别说，感觉这个还真有可能,2025-06-04 00:41:49,1748968909,一级评论,,,114613718942993,https://www.bilibili.com/video/av114613718942993,三个月百万粉，但是赌赢了有奖励，赌输了有惩罚！？,https://www.bilibili.com/video/av114613718942993#reply264599999376
99,264354920208,谢谢你，拯救了无数的自杀患者，他们怕走马灯的时候想到这个被吓到,2025-06-01 13:52:48,1748757168,一级评论,,,114551341195203,https://www.bilibili.com/video/av114551341195203,优酸乳×时代少年团 嚼柠檬主题曲中文版《Lemon》发布！,https://www.bilibili.com/video/av114551341195203#reply264354920208
100,264018233600,回复 @坚强的坚果儿 :嗯嗯，去你美爹那儿，那儿最好了,2025-05-28 20:35:56,1748435756,回复,262122374640,261200765265,114454888979937,https://www.bilibili.com/video/av114454888979937,巴军2V4虐印度！胡塞炸崩以色列！“门阀”如何毁掉科技大国和人口大国？,https://www.bilibili.com/video/av114454888979937#reply264018233600
101,264014722016,回复 @sio宝单推人 :是呢[笑哭],2025-05-28 19:52:11,1748433131,回复,263243229456,264010949600,114533607672402,https://www.bilibili.com/video/av114533607672402,(API错误: code=62002),https://www.bilibili.com/video/av114533607672402#reply264014722016
102,263930481632,卡大佐：在想我的事？,2025-05-27 20:09:03,1748347743,回复,262479524561,262479524561,114551005647818,https://www.bilibili.com/video/av114551005647818,以色列挑战五常？世间本无救世主，脊梁还需血肉铸！,https://www.bilibili.com/video/av114551005647818#reply263930481632
103,263695326672,看下往期的，应该是串,2025-05-25 03:53:30,1748116410,一级评论,,,114562850427649,https://www.bilibili.com/video/av114562850427649,吐槽宗教英雄上官婉儿，一下尿一两千血还能哭弱上了，全英雄里唯一一个t0法刺，火舞都没差超标。（哭弱婉儿的全是唐人操作，把手机砸了吧，你不适合玩这种英雄）,https://www.bilibili.com/video/av114562850427649#reply263695326672
104,263399732240,回复 @ACEAF :我平时都要ban掉的，反正这玩意儿本来就超标，ban掉也合理,2025-05-21 20:55:05,1747832105,回复,262254009969,262405314161,114533607672402,https://www.bilibili.com/video/av114533607672402,(API错误: code=62002),https://www.bilibili.com/video/av114533607672402#reply263399732240
105,263395375680,回复 @ACEAF :国服都怕你不怕你是这个,2025-05-21 20:02:15,1747828935,回复,262254009969,262367326385,114533607672402,https://www.bilibili.com/video/av114533607672402,(API错误: code=62002),https://www.bilibili.com/video/av114533607672402#reply263395375680
106,263336035616,如果你只是想要引流的话，恭喜你，你成功了,2025-05-21 00:58:38,1747760318,一级评论,,,114533607672402,https://www.bilibili.com/video/av114533607672402,(API错误: code=62002),https://www.bilibili.com/video/av114533607672402#reply263336035616
107,263335721120,回复 @ACEAF :你真的打过公孙离吗？,2025-05-21 00:54:29,1747760069,回复,262254009969,262266975841,114533607672402,https://www.bilibili.com/video/av114533607672402,(API错误: code=62002),https://www.bilibili.com/video/av114533607672402#reply263335721120
108,263335650160,回复 @幻の秀Aです :怀酱什么时候哭弱了？这几天视频在哭强呢,2025-05-21 00:52:20,1747759940,回复,263243229456,262273133185,114533607672402,https://www.bilibili.com/video/av114533607672402,(API错误: code=62002),https://www.bilibili.com/video/av114533607672402#reply263335650160
109,263237374368,回复 @goodfod :好骂,2025-05-19 21:37:14,1747661834,回复,262946677952,262996924432,114495154293322,https://www.bilibili.com/video/av114495154293322,【时长70小时】车载DJ合集1500首、全程高能无尿点、开车听DJ这个视频就够了,https://www.bilibili.com/video/av114495154293322#reply263237374368
110,263096666688,回复 @SanSenYO :行行，b站人均1800，你打到1800了？,2025-05-18 08:34:51,1747528491,回复,262649777056,263023588208,114465374739912,https://www.bilibili.com/video/av114465374739912,掉两个兵都要吸血,https://www.bilibili.com/video/av114465374739912#reply263096666688
111,263096581648,一整套技能下来还打不死这才不合理吧，本来妲己就很好限制，照你这么说，谁都要被克制一下了，然而实际上到后期基本不会有没有保命能力脆皮出去单带,2025-05-18 08:33:28,1747528408,回复,261398946209,261398946209,114465374739912,https://www.bilibili.com/video/av114465374739912,掉两个兵都要吸血,https://www.bilibili.com/video/av114465374739912#reply263096581648
112,262821963376,回复 @IchliebedichMay :算了，别硬哭弱了，游戏体验是不好，强度也是t1的,2025-05-14 22:28:01,1747232881,回复,261736288865,261743787121,114494533603494,https://www.bilibili.com/video/av114494533603494,你问我什么时候最紧张？,https://www.bilibili.com/video/av114494533603494#reply262821963376
113,262402056608,回复 @2335611 :所以你要表达个啥，是觉得这英雄很强吗？,2025-05-09 19:18:16,1746789496,回复,262380880976,261435862049,114475508173737,https://www.bilibili.com/video/av114475508173737,你可能不认识我，但你可能听说过青铜三第一把就翻车的故事,https://www.bilibili.com/video/av114475508173737#reply262402056608
114,262256230176,回复 @--追光-- :OK，你说的对，全是脚本，那你有没有想过如果每一种情况要考虑脚本量有多大，你自己想想，可能吗，这个里面没有ai参与，我是不信的，我说句实话,2025-05-07 20:22:17,1746620537,回复,261067713441,262188662624,114449134388897,https://www.bilibili.com/video/av114449134388897,卡墙听说很多英雄拥有过？不好意思，镜的卡墙已经四年了！,https://www.bilibili.com/video/av114449134388897#reply262256230176
115,262177389600,回复 @--追光-- :就是训练出来的ai模型啊，ai模型运行不靠计算机？再说这和官不官方的有啥关系[笑哭],2025-05-06 19:35:37,1746531337,回复,261067713441,262110456976,114449134388897,https://www.bilibili.com/video/av114449134388897,卡墙听说很多英雄拥有过？不好意思，镜的卡墙已经四年了！,https://www.bilibili.com/video/av114449134388897#reply262177389600
116,262067915568,回复 @鬼才仙葩 :你去看一眼绝悟第20关嘛，不管他有没有加属性，你看他的操作都能给你秀的头皮发麻[笑哭],2025-05-05 12:37:02,1746419822,回复,261067713441,262033618512,114449134388897,https://www.bilibili.com/video/av114449134388897,卡墙听说很多英雄拥有过？不好意思，镜的卡墙已经四年了！,https://www.bilibili.com/video/av114449134388897#reply262067915568
117,262067809488,回复 @最红的骨养最红的花 :你去打一下绝悟第20关就知道了[笑哭],2025-05-05 12:36:07,1746419767,回复,261067713441,261107302385,114449134388897,https://www.bilibili.com/video/av114449134388897,卡墙听说很多英雄拥有过？不好意思，镜的卡墙已经四年了！,https://www.bilibili.com/video/av114449134388897#reply262067809488
118,262030734992,回复 @忧忧念思 :不好说，绝悟AI给你吊起来打,2025-05-04 23:27:11,1746372431,回复,261067713441,261091849729,114449134388897,https://www.bilibili.com/video/av114449134388897,卡墙听说很多英雄拥有过？不好意思，镜的卡墙已经四年了！,https://www.bilibili.com/video/av114449134388897#reply262030734992
119,261762563200,回复 @胶民窟一号 :所以呢你不出冰甲带一个净化能打到谁？生怕对面走不出来？,2025-05-01 23:21:34,1746112894,回复,259844087793,260774328945,114347481243427,https://www.bilibili.com/video/av114347481243427,(API错误: code=62012),https://www.bilibili.com/video/av114347481243427#reply261762563200
120,261676913600,回复 @胶民窟一号 :还有你出反甲，你冰甲不出了吗？,2025-04-30 23:08:50,1746025730,回复,259844087793,260731997985,114347481243427,https://www.bilibili.com/video/av114347481243427,(API错误: code=62012),https://www.bilibili.com/video/av114347481243427#reply261676913600
121,261676960368,回复 @胶民窟一号 :来来，你告诉我净化马可怎么打上官？,2025-04-30 23:08:17,1746025697,回复,259844087793,260731997985,114347481243427,https://www.bilibili.com/video/av114347481243427,(API错误: code=62012),https://www.bilibili.com/video/av114347481243427#reply261676960368
122,261660171120,回复 @胶民窟一号 :生怕自己死的不够快是吧，控一点不带谁会在你大招圈里和你打啊，来个婉儿秒死的,2025-04-30 19:44:46,1746013486,回复,259844087793,259913740433,114347481243427,https://www.bilibili.com/video/av114347481243427,(API错误: code=62012),https://www.bilibili.com/video/av114347481243427#reply261660171120
123,261501750016,但是说真的这英雄出场率好像也没那么低啊[笑哭],2025-04-28 20:05:54,1745841954,回复,260445979921,260445979921,114403517142407,https://www.bilibili.com/video/av114403517142407,武则天的真实强度！,https://www.bilibili.com/video/av114403517142407#reply261501750016
124,260604825344,回复 @铁驭-7 :而且真的严重了，我记得就不是判这个罪了,2025-04-17 19:30:34,1744889434,回复,260357906016,260562577136,114335267427284,https://www.bilibili.com/video/av114335267427284,想“风光”一下？他竟然将61份中国水稻种质资源交给外方,https://www.bilibili.com/video/av114335267427284#reply260604825344
125,260603836160,回复 @铁驭-7 :这都能发出来了，感觉不是绝对的核心技术，判的严重的那些是不太会发出来的吧，不然给民众制造恐慌反而麻烦,2025-04-17 19:19:26,1744888766,回复,260357906016,260562577136,114335267427284,https://www.bilibili.com/video/av114335267427284,想“风光”一下？他竟然将61份中国水稻种质资源交给外方,https://www.bilibili.com/video/av114335267427284#reply260603836160
126,260560612304,估计严重的不会发出来引发群众恐慌了,2025-04-17 06:49:23,1744843763,回复,259569759873,259569759873,114335267427284,https://www.bilibili.com/video/av114335267427284,想“风光”一下？他竟然将61份中国水稻种质资源交给外方,https://www.bilibili.com/video/av114335267427284#reply260560612304
127,260560602192,我感觉能发出来应该没有那么严重,2025-04-17 06:48:21,1744843701,回复,260357906016,260357906016,114335267427284,https://www.bilibili.com/video/av114335267427284,想“风光”一下？他竟然将61份中国水稻种质资源交给外方,https://www.bilibili.com/video/av114335267427284#reply260560602192
128,260560595008,真严重的话，那可能应该是不会发出来的[笑哭],2025-04-17 06:47:40,1744843660,回复,260424052048,260424052048,114335267427284,https://www.bilibili.com/video/av114335267427284,想“风光”一下？他竟然将61份中国水稻种质资源交给外方,https://www.bilibili.com/video/av114335267427284#reply260560595008
129,260285461328,合影[给心心],2025-04-13 17:47:57,1744537677,回复,260126281472,260126281472,114307836742408,https://www.bilibili.com/video/av114307836742408,史上首位！Phigros愚人节魔王 Spasmodic(Haocore Mix) 单手All Perfect！！！,https://www.bilibili.com/video/av114307836742408#reply260285461328
130,260285406800,不忍心打破666赞,2025-04-13 17:47:41,1744537661,回复,260126281472,260126281472,114307836742408,https://www.bilibili.com/video/av114307836742408,史上首位！Phigros愚人节魔王 Spasmodic(Haocore Mix) 单手All Perfect！！！,https://www.bilibili.com/video/av114307836742408#reply260285406800
131,259729839200,算了，为了这个不得不把王者下回来了,2025-04-06 22:44:16,1743950656,一级评论,,,114278728274743,https://www.bilibili.com/video/av114278728274743,王者指挥官模式正确玩法教学,https://www.bilibili.com/video/av114278728274743#reply259729839200
132,259595154512,回复 @无心之举00 :我觉得不可爱啊，我允许他存在，不能占小妲己啊[大哭],2025-04-05 14:06:11,1743833171,回复,259551061024,258744167057,114272789069831,https://www.bilibili.com/video/av114272789069831,你别破我功呀！,https://www.bilibili.com/video/av114272789069831#reply259595154512
133,259591312592,回复 @纸鸢灯 :所以你上班怎么样关理论什么事儿？,2025-04-05 13:18:06,1743830286,回复,259539124928,258742640465,114274315800210,https://www.bilibili.com/video/av114274315800210,资本垄断的力量已经很大了，如果资本与国家政权结合在一起，这个庞然大物会是什么呢？,https://www.bilibili.com/video/av114274315800210#reply259591312592
134,259551061024,还我小妲己啊,2025-04-04 23:01:54,1743778914,一级评论,,,114272789069831,https://www.bilibili.com/video/av114272789069831,你别破我功呀！,https://www.bilibili.com/video/av114272789069831#reply259551061024
135,259513702384,虽然但是还我小妲己啊,2025-04-04 15:47:03,1743752823,一级评论,,,114272050874720,https://www.bilibili.com/video/av114272050874720,【公孙离-云诺千山】FMVP皮肤今日上线！一诺带你解读皮肤彩蛋！,https://www.bilibili.com/video/av114272050874720#reply259513702384
136,259260288064,回复 @游纵志浩 :策划他是这个,2025-04-01 17:45:52,1743500752,回复,259167852896,259236157168,114252689966132,https://www.bilibili.com/video/av114252689966132,天才只是见新版元歌的门槛,https://www.bilibili.com/video/av114252689966132#reply259260288064
137,259260340288,回复 @游纵志浩 :六百六十六,2025-04-01 17:45:36,1743500736,回复,259167852896,259236157168,114252689966132,https://www.bilibili.com/video/av114252689966132,天才只是见新版元歌的门槛,https://www.bilibili.com/video/av114252689966132#reply259260340288
138,259260274896,回复 @游纵志浩 :啊？,2025-04-01 17:45:28,1743500728,回复,259167852896,259236157168,114252689966132,https://www.bilibili.com/video/av114252689966132,天才只是见新版元歌的门槛,https://www.bilibili.com/video/av114252689966132#reply259260274896
139,259203478384,回复 @渡劫中卍 :体验服人又没有那么多，而且知道了也不一定会说，没发现不是很正常吗？,2025-03-31 23:18:22,1743434302,回复,259167852896,258369026497,114252689966132,https://www.bilibili.com/video/av114252689966132,天才只是见新版元歌的门槛,https://www.bilibili.com/video/av114252689966132#reply259203478384
140,259184856352,emm...估计应该是史山代码发力了，说真的，这个还真不好找，毕竟要个极影，谁能想到这俩可以联动啊？不过策划我吃柠檬,2025-03-31 19:44:20,1743421460,回复,259167852896,259167852896,114252689966132,https://www.bilibili.com/video/av114252689966132,天才只是见新版元歌的门槛,https://www.bilibili.com/video/av114252689966132#reply259184856352
141,259074693920,其实吧我感觉那个挺简单的啊,2025-03-30 14:09:10,1743314950,回复,258050993089,258050993089,114233966594245,https://www.bilibili.com/video/av114233966594245,不开玩笑空空儿训练任务我能打大半天,https://www.bilibili.com/video/av114233966594245#reply259074693920
142,259056429488,多排无所谓的呀，再说了，视频里面不是剧本吗[笑哭],2025-03-30 10:34:20,1743302060,回复,259036107040,259036107040,114244972453886,https://www.bilibili.com/video/av114244972453886,我再也不会相信马可玩家了！！！,https://www.bilibili.com/video/av114244972453886#reply259056429488
143,259046689136,还我小妲己啊[生气],2025-03-30 07:36:38,1743291398,一级评论,,,114238613881674,https://www.bilibili.com/video/av114238613881674,精灵王不让你刷野，你刷不刷？,https://www.bilibili.com/video/av114238613881674#reply259046689136
144,258461725552,嘶，感觉下赛季婉儿要起飞了？,2025-03-23 08:47:57,1742690877,一级评论,,,114105537004353,https://www.bilibili.com/video/av114105537004353,【S39新赛季第二波大更新】：反甲变异自带真伤，冰甲眩晕冻野怪，59件装备集体大洗牌,https://www.bilibili.com/video/av114105537004353#reply258461725552
145,258407083728,回复 @東京通信工業 :队友到大国的分段都不会差的，看的都是硬实力,2025-03-22 16:38:31,1742632711,回复,257291829313,258406551936,114182175330064,https://www.bilibili.com/video/av114182175330064,【怀酱】高分局婉儿最实用的技巧！学会了你的婉儿随便掌控所有分段！,https://www.bilibili.com/video/av114182175330064#reply258407083728
146,258275640464,大国得靠天赋了，不是想上就能上的,2025-03-21 00:37:11,1742488631,回复,257291829313,257291829313,114182175330064,https://www.bilibili.com/video/av114182175330064,【怀酱】高分局婉儿最实用的技巧！学会了你的婉儿随便掌控所有分段！,https://www.bilibili.com/video/av114182175330064#reply258275640464
147,258023572384,太乙除了二锅头，其他的排t5,2025-03-17 20:22:36,1742214156,回复,256189571953,256189571953,114103171420389,https://www.bilibili.com/video/av114103171420389,S38赛季末中路强度排名,https://www.bilibili.com/video/av114103171420389#reply258023572384
148,258023264224,回复 @汝心不触即鸣- :妲己真没必要禁的，还不如禁个公孙离，反正她前期一套也打不死你，控完就你照样能把她杀了，后期有个大肉，妲己一点办法都没有的[笑哭],2025-03-17 20:19:32,1742213972,回复,257127165776,257529861024,114103171420389,https://www.bilibili.com/video/av114103171420389,S38赛季末中路强度排名,https://www.bilibili.com/video/av114103171420389#reply258023264224
149,258023285936,嫦娥的高分局确实很强啊[笑哭],2025-03-17 20:17:47,1742213867,回复,257396653936,257396653936,114103171420389,https://www.bilibili.com/video/av114103171420389,S38赛季末中路强度排名,https://www.bilibili.com/video/av114103171420389#reply258023285936
150,258023056656,我实在想象不到，你是怎么说出来这英雄t0的，看数据，哪个段位能够到t0了,2025-03-17 20:15:44,1742213744,回复,257000426576,257000426576,114103171420389,https://www.bilibili.com/video/av114103171420389,S38赛季末中路强度排名,https://www.bilibili.com/video/av114103171420389#reply258023056656
151,258022703216,来，你给我一套秒一下试试，顶多半管血,2025-03-17 20:12:19,1742213539,回复,256990255712,256990255712,114103171420389,https://www.bilibili.com/video/av114103171420389,S38赛季末中路强度排名,https://www.bilibili.com/video/av114103171420389#reply258022703216
152,258022148480,婉儿强度算是正常的，就是t2上位左右，但是英雄本身限制太多了，先手拿没法玩，再加上本身英雄体验很那啥，所以你才会有一种感觉特别弱的现象，这英雄小国分不低的，按国服分排的话大概在T1.5左右，但是考虑综合强度，还是给放在T2了，我自己玩的感觉就是史里透香了（别拿营地数据来说话，营地的数据分数太低了，很难反映出一个英雄的真实强度），总体来说还是能玩，强度勉强够，但是体验感差，所以想上手的不如去练个强势英雄，没必要当小馋猫,2025-03-17 20:05:43,1742213143,一级评论,,,114103171420389,https://www.bilibili.com/video/av114103171420389,S38赛季末中路强度排名,https://www.bilibili.com/video/av114103171420389#reply258022148480
153,257805052416,说真的，我身边也有几个玩纯法西施玩的好的，但是他们也是要么就超神，要么就0-4开局的，后来我和他们说一下这个问题，然后他们也就改了，家里面缺伤再做纯法，正常用的都是半肉那一套，但是某些真的cs啊，队友让他别送他就那咋啦[OK],2025-03-15 11:02:04,1742007724,一级评论,,,114120317737924,https://www.bilibili.com/video/av114120317737924,然师傅开团传送司空震（全法西施的老公）以及暗信海诺马可...？,https://www.bilibili.com/video/av114120317737924#reply257805052416
154,257193733584,回复 @SuperrHong :（个人观点）这几个除了阿离我别的我都还不是很怕，我感觉根本原因是来自于这英雄能被各种方式都恶心，像朵利亚，瑶和蔡文姬的弹能给你大断了，还有各种能加双抗的英雄，还有各种有护盾的英雄，以及到后期那种无力感，这玩意儿在中核里面感觉体验真的差,2025-03-07 21:04:05,1741352645,回复,257137800096,257163077440,114104933028765,https://www.bilibili.com/video/av114104933028765,【荣耀发财快报】TA重做后成为断档T0！火舞首次跌落神坛？S38赛季末法师强度分析！,https://www.bilibili.com/video/av114104933028765#reply257193733584
155,257137800096,emm，婉儿嘛，我自己感觉真不弱，但是那种吃了答辩的坐牢感到底哪里来的[OK],2025-03-07 06:02:07,1741298527,一级评论,,,114104933028765,https://www.bilibili.com/video/av114104933028765,【荣耀发财快报】TA重做后成为断档T0！火舞首次跌落神坛？S38赛季末法师强度分析！,https://www.bilibili.com/video/av114104933028765#reply257137800096
156,257137860016,回复 @lllkkkmemeda :不怕？对面廉颇是没有队友吗，说实话，妲己交完技能一秒就得死,2025-03-07 05:58:54,1741298334,回复,256226941601,256263764705,114104933028765,https://www.bilibili.com/video/av114104933028765,【荣耀发财快报】TA重做后成为断档T0！火舞首次跌落神坛？S38赛季末法师强度分析！,https://www.bilibili.com/video/av114104933028765#reply257137860016
157,257110925472,回复 @点夕咖啵 :肯定飞之前就按啊，冲刺的时候按你先被控到你不炸了吗？,2025-03-06 20:43:03,1741264983,回复,256338871745,256346444577,114108473083374,https://www.bilibili.com/video/av114108473083374,【怀酱】上官婉儿！国一！国二！国三！怀酱！懂？,https://www.bilibili.com/video/av114108473083374#reply257110925472
158,257031897920,回复 @姚炜林 :不是哥们这头像也能撞,2025-03-05 20:40:24,1741178424,回复,256115234049,256188971777,114097433611176,https://www.bilibili.com/video/av114097433611176,甲方说让我自由发挥,https://www.bilibili.com/video/av114097433611176#reply257031897920
159,256748361344,快退快退，强了那么多个赛季，还不能削一下了,2025-03-02 12:02:25,1740888145,回复,255280236177,255280236177,114040776952942,https://www.bilibili.com/video/av114040776952942,0帧起手！来猜，来猜，来！,https://www.bilibili.com/video/av114040776952942#reply256748361344
160,256453049456,本来我也想发的，但是之前还没还清[笑哭],2025-02-27 00:18:38,1740586718,回复,255684005681,255684005681,114069365333843,https://www.bilibili.com/video/av114069365333843,《此去半生》《大明不妙曲》才羽桃井/才羽绿,https://www.bilibili.com/video/av114069365333843#reply256453049456
161,255772167056,说实话，匹配机制还是对我太好了，我一朋友，巅峰1800，能一路从30多星掉到星耀，虽然现在又打回去了，但是我还是想笑[笑哭],2025-02-19 01:36:06,1739900166,一级评论,,,114007138766584,https://www.bilibili.com/video/av114007138766584,王者掉到0星，你打不打？,https://www.bilibili.com/video/av114007138766584#reply255772167056
162,255499655072,回复 @一只尘C :我感觉是好像有点太多了[笑哭],2025-02-15 23:38:36,1739633916,回复,254605123521,255478940608,113995361026546,https://www.bilibili.com/video/av113995361026546,王者装备数值崩坏，急需优化，破茧让法装收益过高,https://www.bilibili.com/video/av113995361026546#reply255499655072
163,255498063536,我觉得这个好，法装不用削，加点法抗装，然后现在的法抗装调一下属性,2025-02-15 23:21:23,1739632883,回复,254623594609,254623594609,113995361026546,https://www.bilibili.com/video/av113995361026546,王者装备数值崩坏，急需优化，破茧让法装收益过高,https://www.bilibili.com/video/av113995361026546#reply255498063536
164,255492460272,回复 @海諾l橙子l從不甘心 :别硬黑，扁鹊难道发育路是因为环境适配，扁鹊本来就要发育起来才强，但是中单经济不够，发育周期太长了,2025-02-15 22:25:08,1739629508,回复,255328598224,254738473825,113995361026546,https://www.bilibili.com/video/av113995361026546,王者装备数值崩坏，急需优化，破茧让法装收益过高,https://www.bilibili.com/video/av113995361026546#reply255492460272
165,255306789008,回复 @受气包ww :纯法西施还是得会玩，他ap加成太高了，我自己偶尔玩两把还是感觉可以的，只是有些又菜又爱叫[笑哭],2025-02-14 00:24:31,1739463871,回复,254487056465,255176392352,113990076208321,https://www.bilibili.com/video/av113990076208321,开团全法西施！国服西施是唯一一个被西施玩家唾弃抵制网暴的国服英雄,https://www.bilibili.com/video/av113990076208321#reply255306789008
166,255306536480,回复 @楠昇ザ :西施ap加成本来就高啊，不然国服榜上也不会有纯法西施了，本来烦的就是那些又菜又出纯法的,2025-02-14 00:21:42,1739463702,回复,255179803904,254495361713,113990076208321,https://www.bilibili.com/video/av113990076208321,开团全法西施！国服西施是唯一一个被西施玩家唾弃抵制网暴的国服英雄,https://www.bilibili.com/video/av113990076208321#reply255306536480
167,255306221104,纯法西施国服榜上都有，但是有些又菜又爱玩的我******,2025-02-14 00:17:10,1739463430,一级评论,,,113990076208321,https://www.bilibili.com/video/av113990076208321,开团全法西施！国服西施是唯一一个被西施玩家唾弃抵制网暴的国服英雄,https://www.bilibili.com/video/av113990076208321#reply255306221104
168,255288611584,这东西吧，先手大概率是要炸的，后手大概率是能乱杀的，但问题对于我这种只玩婉儿的来说，呃，很难受,2025-02-13 21:16:58,1739452618,回复,254477112673,254477112673,113979774996377,https://www.bilibili.com/video/av113979774996377,为什么现在很多人觉得妲己超标？,https://www.bilibili.com/video/av113979774996377#reply255288611584
169,255288177696,回复 @不知道取啥名唉 :准确来说应该是法核,2025-02-13 21:11:55,1739452315,回复,254365157121,255091755328,113979774996377,https://www.bilibili.com/video/av113979774996377,为什么现在很多人觉得妲己超标？,https://www.bilibili.com/video/av113979774996377#reply255288177696
170,255288123520,回复 @桃花换旧事 :主要是现在星耀炸鱼的太多了，你上个赛季战绩好点儿，净给你排一些炸鱼哥，而且有的英雄说实话，低分段很难带飞[笑哭],2025-02-13 21:11:04,1739452264,回复,255019058304,254345118289,113979774996377,https://www.bilibili.com/video/av113979774996377,为什么现在很多人觉得妲己超标？,https://www.bilibili.com/video/av113979774996377#reply255288123520
171,255012252768,回复 @时匆匆的白衣少年 :削了，但是机制还在啊[笑哭],2025-02-11 01:40:29,1739209229,回复,254924434976,254925804752,113973399651025,https://www.bilibili.com/video/av113973399651025,王者新英雄，同时放三个召唤师技能！,https://www.bilibili.com/video/av113973399651025#reply255012252768
172,255011579376,回复 @殇り璃 :弱柠檬，看看国服分都知道不弱，杨玉环，少司缘，大乔这仨，还有最近开始比较强的张良？机制强成什么样了，自己菜的要死不会玩，归结到辅助弱[吃瓜],2025-02-11 01:28:50,1739208530,回复,254873552400,254200377057,113973399651025,https://www.bilibili.com/video/av113973399651025,王者新英雄，同时放三个召唤师技能！,https://www.bilibili.com/video/av113973399651025#reply255011579376
173,254860984768,好像还真是,2025-02-09 15:57:41,1739087861,回复,254819206560,254819206560,113968081343564,https://www.bilibili.com/video/av113968081343564,想不到有生之年还可以看到妲己被说超标,https://www.bilibili.com/video/av113968081343564#reply254860984768
174,254860971104,妲己弱吗？我觉得确实不弱了，但是说超标估计就是那些八九千分去低端局炸鱼，然后被妲己一套秒的那些人吧,2025-02-09 15:57:06,1739087826,一级评论,,,113968081343564,https://www.bilibili.com/video/av113968081343564,想不到有生之年还可以看到妲己被说超标,https://www.bilibili.com/video/av113968081343564#reply254860971104
175,254857488928,更了踢我,2025-02-09 15:13:40,1739085220,一级评论,,,113967577964457,https://www.bilibili.com/video/av113967577964457,扮 猪 吃 老 虎,https://www.bilibili.com/video/av113967577964457#reply254857488928
176,254779994800,中等吧，后手t2,2025-02-08 19:10:12,1739013012,回复,254763555792,254763555792,113965581535745,https://www.bilibili.com/video/av113965581535745,【怀酱】不会有人觉得婉儿超标吧？有没有可能是我超标了！,https://www.bilibili.com/video/av113965581535745#reply254779994800
177,254674181984,还可以吧，就中规中矩那种,2025-02-07 17:48:48,1738921728,回复,254309323824,254309323824,113939543233420,https://www.bilibili.com/video/av113939543233420,这位曾经的霸主英雄现在是真不强了，不要再说超标！,https://www.bilibili.com/video/av113939543233420#reply254674181984
178,254525894784,在境外呢,2025-02-06 02:54:03,1738781643,回复,252687398641,252687398641,113877366872060,https://www.bilibili.com/video/av113877366872060,人口逆袭25倍，云南如何改天换地？【地球知识局】,https://www.bilibili.com/video/av113877366872060#reply254525894784
179,254525722624,回复 @隐藏在风的过往 :别别别，楼主确实难评，但也被上升到地域攻击啊,2025-02-06 02:49:26,1738781366,回复,253240478864,253327389040,113877366872060,https://www.bilibili.com/video/av113877366872060,人口逆袭25倍，云南如何改天换地？【地球知识局】,https://www.bilibili.com/video/av113877366872060#reply254525722624
180,254525594224,呃，云南本来就不富啊,2025-02-06 02:43:46,1738781026,回复,252725848625,252725848625,113877366872060,https://www.bilibili.com/video/av113877366872060,人口逆袭25倍，云南如何改天换地？【地球知识局】,https://www.bilibili.com/video/av113877366872060#reply254525594224
181,254525582448,回复 @漫嘟嘟走人生路 :布什戈门泥...,2025-02-06 02:43:02,1738780982,回复,253322085536,253617269936,113877366872060,https://www.bilibili.com/video/av113877366872060,人口逆袭25倍，云南如何改天换地？【地球知识局】,https://www.bilibili.com/video/av113877366872060#reply254525582448
182,254525428048,回复 @好耶你又被审核了 :四季如春吗？有点意思，指的是早上冬天，下午夏天平均春天嘛（开玩笑的啦，总体来说还是可以的，只是偶尔几天会温差比较大而已）[doge],2025-02-06 02:42:21,1738780941,回复,253322085536,253357182192,113877366872060,https://www.bilibili.com/video/av113877366872060,人口逆袭25倍，云南如何改天换地？【地球知识局】,https://www.bilibili.com/video/av113877366872060#reply254525428048
183,254525335696,来昆明安宁看看,2025-02-06 02:38:02,1738780682,回复,253240817440,253240817440,113877366872060,https://www.bilibili.com/video/av113877366872060,人口逆袭25倍，云南如何改天换地？【地球知识局】,https://www.bilibili.com/video/av113877366872060#reply254525335696
184,254525476272,我老家那边直接叫芋头了（真不是那个芋头，我们就是把洋芋叫做芋头）,2025-02-06 02:36:27,1738780587,回复,252630935553,252630935553,113877366872060,https://www.bilibili.com/video/av113877366872060,人口逆袭25倍，云南如何改天换地？【地球知识局】,https://www.bilibili.com/video/av113877366872060#reply254525476272
185,254520234768,超标和上分推荐冲突？,2025-02-06 00:55:31,1738774531,回复,252801804513,252801804513,113887013766529,https://www.bilibili.com/video/av113887013766529,(API错误: code=62012),https://www.bilibili.com/video/av113887013766529#reply254520234768
186,254520174816,咱就是说，十个ban位好像真不够用,2025-02-06 00:52:46,1738774366,回复,253393432513,253393432513,113887013766529,https://www.bilibili.com/video/av113887013766529,(API错误: code=62012),https://www.bilibili.com/video/av113887013766529#reply254520174816
