序号,评论ID,评论内容,评论时间,层级,根评论ID,父评论ID,视频ID,视频链接,视频标题,评论跳转链接
104,237136597312,回复 @吾将_ :冷知识 国家运动员是事业编制 事业编制人员是国家公职人员 根据《中华人民共和国宪法》第四十一条，中华人民共和国公民对于任何国家机关和国家工作人员，有提出批评和建议的权利；对于任何国家机关和国家工作人员的违法失职行为，有向有关国家机关提出申诉、控告或者检举的权利。这意味着公民有权对国家机关及其工作人员的行为进行监督，包括对公职人员的行为进行监督和举报。,2024-08-11 21:27:06,回复,236023414368,237041239824,961021953574961204,https://www.bilibili.com/video/av961021953574961204,(视频不存在或已删除),https://www.bilibili.com/video/av961021953574961204#reply237136597312
105,237135154176,回复 @吾将_ :是的这个人侮辱运动员的方式就是把他的战绩再发了一遍🤣🤣🤣,2024-08-11 21:19:59,回复,236023414368,237041239824,961021953574961204,https://www.bilibili.com/video/av961021953574961204,(视频不存在或已删除),https://www.bilibili.com/video/av961021953574961204#reply237135154176
106,237134826992,回复 @吾将_ :我看你也是半瓶子晃荡 你不会以为税就只有个人所得税吧 你买的任何一件东西里面他的价格就已经包含了税 你还是多学学吧 还嘲讽上我的工资了 你可以在网上查询一下北京和河南的平均工资的差别[笑哭][笑哭][笑哭],2024-08-11 21:18:28,回复,236023414368,237041239824,961021953574961204,https://www.bilibili.com/video/av961021953574961204,(视频不存在或已删除),https://www.bilibili.com/video/av961021953574961204#reply237134826992
107,236983160368,回复 @吾将_ :你政治老师没教过你什么叫纳税人意识吗 国家运动员发的工资还有吃的穿的都是花的纳税人的钱,2024-08-11 01:52:55,回复,236023414368,236980283440,961021953574961204,https://www.bilibili.com/video/av961021953574961204,(视频不存在或已删除),https://www.bilibili.com/video/av961021953574961204#reply236983160368
108,236982469936,回复 @吾将_ :关我屁事都出来了 人家是正儿八经的国家运动员为国家服务的 怎么着我不是中国人是吧？我行使我的监督权怎么了,2024-08-11 01:46:08,回复,236023414368,236980283440,961021953574961204,https://www.bilibili.com/video/av961021953574961204,(视频不存在或已删除),https://www.bilibili.com/video/av961021953574961204#reply236982469936
109,236929625888,回复 @吾将_ :你说得对 但是王楚钦32弱樊振东单打冠军,2024-08-10 20:48:28,回复,236023414368,236323206832,961021953574961204,https://www.bilibili.com/video/av961021953574961204,(视频不存在或已删除),https://www.bilibili.com/video/av961021953574961204#reply236929625888
110,235288923040,回复 @18-A :当然可以 只需要少一点报酬就可以,2024-08-02 21:51:38,回复,233509104720,235228659232,1956465762,https://www.bilibili.com/video/av1956465762,(视频不存在或已删除),https://www.bilibili.com/video/av1956465762#reply235288923040
111,235146354560,回复 @18-A :怎么了 想赚更多钱就要花费更多的时间 我还见过工人因为不能加班来抗议的事呢,2024-08-02 09:28:58,回复,233509104720,235114972704,1956465762,https://www.bilibili.com/video/av1956465762,(视频不存在或已删除),https://www.bilibili.com/video/av1956465762#reply235146354560
112,234891410208,回复 @星浔qwq :中国训练不科学 球员能够打的时长比欧洲短得多,2024-07-31 23:22:52,回复,117107968624,118319708016,939897036,https://www.bilibili.com/video/av939897036,【派说乒乓】王皓vs佩尔森，最先进的技术对最老辣的经验,https://www.bilibili.com/video/av939897036#reply234891410208
113,234335902592,疯狂的旺佐,2024-07-29 11:25:51,回复,129591268272,129591268272,544577346,https://www.bilibili.com/video/av544577346,纯正蒙古口味乌兰巴托的夜（Улаанбаатарын удэш）,https://www.bilibili.com/video/av544577346#reply234335902592
114,234114998656,生日快乐,2024-07-28 09:51:28,一级评论,,,958886328285528100,https://www.bilibili.com/video/av958886328285528100,(视频不存在或已删除),https://www.bilibili.com/video/av958886328285528100#reply234114998656
115,234048422912,回复 @都是孙笑川干的捏 :三块能买一斤多米 闷完了至少两斤以上 怎么着你一天还想吃多少,2024-07-27 22:31:03,回复,233826698912,233871989584,1956465762,https://www.bilibili.com/video/av1956465762,(视频不存在或已删除),https://www.bilibili.com/video/av1956465762#reply234048422912
116,234047622656,回复 @MG-Kells :那是你甘肃,2024-07-27 22:27:20,回复,233554380352,233952421200,1956465762,https://www.bilibili.com/video/av1956465762,(视频不存在或已删除),https://www.bilibili.com/video/av1956465762#reply234047622656
117,234046997328,回复 @灵萌QWQ :就跟国内没有8小时双休的工作一样 我认识的人怎么都是8小时双休啊？,2024-07-27 22:24:53,回复,233514227776,233748357680,1956465762,https://www.bilibili.com/video/av1956465762,(视频不存在或已删除),https://www.bilibili.com/video/av1956465762#reply234046997328
118,234046750352,回复 @索羅大帝 :哎 可能只有你是10小时吧 我们家都是八小时,2024-07-27 22:23:38,回复,233509104720,233524376176,1956465762,https://www.bilibili.com/video/av1956465762,(视频不存在或已删除),https://www.bilibili.com/video/av1956465762#reply234046750352
119,233322129168,回复 @糖糖糖糖糖酒 :你说这句话本身不就是在杠up吗,2024-07-24 13:05:11,回复,205892846864,205966390032,1850135185,https://www.bilibili.com/video/av1850135185,粉丝说想看我吃个巨型香肠，今天胃口不好，一根肠一碗面就饱了,https://www.bilibili.com/video/av1850135185#reply233322129168
120,232244296000,回复 @96447452772_bili :哑口无言了🤣👉🏻,2024-07-18 22:29:35,回复,224748859216,225400852784,1351025428,https://www.bilibili.com/video/av1351025428,转基因育种，还有多少误解与谬论？【鉴定网络生物民科】,https://www.bilibili.com/video/av1351025428#reply232244296000
121,232243741232,当然能啊 没文化真可怕,2024-07-18 22:26:53,回复,225389940128,225389940128,1351025428,https://www.bilibili.com/video/av1351025428,转基因育种，还有多少误解与谬论？【鉴定网络生物民科】,https://www.bilibili.com/video/av1351025428#reply232243741232
122,230259645680,回复 @larceny_yacht :沙必,2024-07-08 09:50:17,回复,230152724064,230255515088,320858834,https://www.bilibili.com/video/av320858834,第6天武林,https://www.bilibili.com/video/av320858834#reply230259645680
123,230257966576,回复 @倪天之沣 :我们初中高中都有双休,2024-07-08 09:36:35,回复,230245310528,230257169088,1806242760,https://www.bilibili.com/video/av1806242760,29年前4月22日是最后一个周六工作日，双休制度已实行29年,https://www.bilibili.com/video/av1806242760#reply230257966576
124,230257677472,回复 @緑葉 :难道现在不是一周放两天 我高二都放双休,2024-07-08 09:34:47,回复,230178285184,230255795696,1806242760,https://www.bilibili.com/video/av1806242760,29年前4月22日是最后一个周六工作日，双休制度已实行29年,https://www.bilibili.com/video/av1806242760#reply230257677472
125,226648443376,回复 @工藤新一kassy :还在吗,2024-06-16 19:23:59,回复,5115025614,5268059884,504636775,https://www.bilibili.com/video/av504636775,【抗癌VLOG】尤文氏肉瘤复发了 日常记录我爆哭 太痛苦呜呜呜,https://www.bilibili.com/video/av504636775#reply226648443376
126,226177841760,回复 @叶樱之歌 :明明说的是代糖与蔗糖的组合会导致胰岛素敏感下降,2024-06-13 23:06:26,回复,226157499840,226175344960,433990614013236796,https://www.bilibili.com/video/av433990614013236796,(视频不存在或已删除),https://www.bilibili.com/video/av433990614013236796#reply226177841760
127,226157499840,其实没有一个权威论文直接指出你这个观点,2024-06-13 21:08:51,一级评论,,,433990614013236796,https://www.bilibili.com/video/av433990614013236796,(视频不存在或已删除),https://www.bilibili.com/video/av433990614013236796#reply226157499840
128,225659871504,回复 @光辉树 :蠢是你一辈子的事,2024-06-10 18:42:52,回复,161634697056,162445372112,825205590,https://www.bilibili.com/video/av825205590,两德统一前大量东德民众涌入西德,https://www.bilibili.com/video/av825205590#reply225659871504
129,225454692128,回复 @我他么吃吃吃吃吃吃吃 :老广先去吃你的死老鼠行不行？,2024-06-09 15:07:04,回复,225324845392,225401460208,1055218612,https://www.bilibili.com/video/av1055218612,张教授的瑞士永久居留权问答,https://www.bilibili.com/video/av1055218612#reply225454692128
130,225453310384,回复 @我口袋只有黑色的柳丁 :回复 @我口袋只有黑色的柳丁 :扭曲话题有一手的 人说的是只想赖在某个国家的人到你这儿就直接得等于没能力的穷人 扣帽子也得学会小学阅读理解吧,2024-06-09 14:56:13,回复,225349092192,225378689104,1055218612,https://www.bilibili.com/video/av1055218612,张教授的瑞士永久居留权问答,https://www.bilibili.com/video/av1055218612#reply225453310384
131,223321683264,回复 @一般路过萨卡兹 :你见过不代表别人都见过,2024-05-26 20:37:07,回复,223140981616,223314383968,1455019251,https://www.bilibili.com/video/av1455019251,《阳谋》,https://www.bilibili.com/video/av1455019251#reply223321683264
132,223277685296,回复 @一般路过萨卡兹 :那只是你没遇到你在意你的老师而已 缺爱？,2024-05-26 15:38:52,回复,223140981616,223243349152,1455019251,https://www.bilibili.com/video/av1455019251,《阳谋》,https://www.bilibili.com/video/av1455019251#reply223277685296
133,222695429680,回复 @纯路人御坂美琴 :蜘蛛差不多得了,2024-05-22 21:54:18,回复,160754208784,216083923472,269283814,https://www.bilibili.com/video/av269283814,被黑人毁掉的五个发达国家，一个比一个可惜。,https://www.bilibili.com/video/av269283814#reply222695429680
134,220988211984,回复 @先生莫慌我会单手压Ak :不太可能,2024-05-11 23:32:36,回复,169652096064,172083581536,997197246,https://www.bilibili.com/video/av997197246,2023新一卷考生回忆数学T22考场做法,https://www.bilibili.com/video/av997197246#reply220988211984
135,217737404304,回复 @猫基苯_catt :核磁共振又能解释这个问题的答案了吗？,2024-04-20 18:14:06,回复,215748322384,215762485472,1702549040,https://www.bilibili.com/video/av1702549040,【震惊】人没有脑子，原来也能正常生活？【灰细胞】,https://www.bilibili.com/video/av1702549040#reply217737404304
136,216888768256,开门见矢,2024-04-14 21:07:41,一级评论,,,1903086447,https://www.bilibili.com/video/av1903086447,🎶バッハの旋律を 夜に聴いたせいですこんな心お↗お↘ 🎶,https://www.bilibili.com/video/av1903086447#reply216888768256
137,214522618496,回复 @邹里安 :我看是被碾压差不多,2024-03-29 20:17:47,回复,214305914192,214513172944,311666910,https://www.bilibili.com/video/av311666910,动物头骨-加拿大猞猁-短尾猫头骨结构讲解,https://www.bilibili.com/video/av311666910#reply214522618496
138,213786263440,@白面号鸟OFFICIAL,2024-03-24 15:44:16,一级评论,,,1202064048,https://www.bilibili.com/video/av1202064048,踩踩背,https://www.bilibili.com/video/av1202064048#reply213786263440
139,211258042464,这确实有点红的,2024-03-06 23:06:06,回复,208108348928,208108348928,488990252,https://www.bilibili.com/video/av488990252,【乐府】为什么总有人敢得罪我呢？,https://www.bilibili.com/video/av488990252#reply211258042464
140,211244170736,回复 @レム_01 :你复活辣,2024-03-06 21:31:26,回复,204219550688,211213663632,764447395128803361,https://www.bilibili.com/video/av764447395128803361,(视频不存在或已删除),https://www.bilibili.com/video/av764447395128803361#reply211244170736
141,211082426272,回复 @李铁柱Ironpillar_LI :春节的时候你吃桌角了吗,2024-03-05 18:14:40,回复,181381036576,182561215792,957260082,https://www.bilibili.com/video/av957260082,从跑道中扯出一条支路，阅读建筑，西班牙阿利坎特，运动跑道  Subarquitectura,https://www.bilibili.com/video/av957260082#reply211082426272
142,210987759776,回复 @越辞pupu :字面意思 你扯到人大代表干什么,2024-03-04 22:40:25,回复,176900560416,210987422960,260119923,https://www.bilibili.com/video/av260119923,(视频不存在或已删除),https://www.bilibili.com/video/av260119923#reply210987759776
143,210981485936,回复 @越辞pupu :为什么避开话题？,2024-03-04 21:57:16,回复,176900560416,184699111968,260119923,https://www.bilibili.com/video/av260119923,(视频不存在或已删除),https://www.bilibili.com/video/av260119923#reply210981485936
144,210979347376,回复 @边十死 :感觉不如24期免息,2024-03-04 21:42:36,回复,210613342864,210978318512,31713993,https://www.bilibili.com/video/av31713993,教你如何10张票出小白,https://www.bilibili.com/video/av31713993#reply210979347376
145,210971633232,回复 @边十死 :人家有钱不在乎关你什么事,2024-03-04 20:46:20,回复,210613342864,210619611984,31713993,https://www.bilibili.com/video/av31713993,教你如何10张票出小白,https://www.bilibili.com/video/av31713993#reply210971633232
146,210848652432,回复 @AK呐 :这句话送给你,2024-03-03 21:51:43,回复,209651193456,210302100208,1300989044,https://www.bilibili.com/video/av1300989044,真心建议女孩们都带妈妈做一次妇科检查…,https://www.bilibili.com/video/av1300989044#reply210848652432
147,210803848352,回复 @不要喜欢熬夜了好吧 :那不正体现了1050是垃圾,2024-03-03 16:29:02,回复,210300259968,210562819872,1651036573,https://www.bilibili.com/video/av1651036573,【高通吧笑话】手机性能达到1050ti级别,https://www.bilibili.com/video/av1651036573#reply210803848352
148,209875714272,回复 @零星作伴 :市场说的,2024-02-25 22:12:37,回复,209273459136,209303789936,1050825313,https://www.bilibili.com/video/av1050825313,GDP全年下跌0.3%，怎么还能反超日本到世界第三？,https://www.bilibili.com/video/av1050825313#reply209875714272
149,209049110400,回复 @油墨蜡烛 :沙东,2024-02-20 22:26:20,回复,208996476768,209027828768,1600876951,https://www.bilibili.com/video/av1600876951,来测试一下你的反应速度，我多想看看你的反应,https://www.bilibili.com/video/av1600876951#reply209049110400
150,208575366928,你怎么证明你的画喂给AI了？,2024-02-18 00:57:40,回复,203488230784,203488230784,664019150,https://www.bilibili.com/video/av664019150,国内AI绘画著作权第一案➡️判决已出,https://www.bilibili.com/video/av664019150#reply208575366928
151,208090002208,老坛,2024-02-15 00:21:46,一级评论,,,1250087697,https://www.bilibili.com/video/av1250087697,有个简单的问题，什么是爱情,https://www.bilibili.com/video/av1250087697#reply208090002208
152,208082789440,回复 @Kionanu :我去御坂,2024-02-14 23:32:22,回复,208048595408,208082212960,1150583319,https://www.bilibili.com/video/av1150583319,过年了，给我房门穿件反甲,https://www.bilibili.com/video/av1150583319#reply208082789440
153,208004106928,看梨了,2024-02-14 14:49:05,一级评论,,,307612271,https://www.bilibili.com/video/av307612271,公益服口袋觉醒新魂匣送了我v18和1亿钻石，开启魂匣抽抽抽哈哈哈哈哈哈哈哈哈32！,https://www.bilibili.com/video/av307612271#reply208004106928
154,207965164848,回复 @橙子精转世 :那你用它玩个原神看看,2024-02-14 10:07:54,回复,206866523808,207950916592,1850397478,https://www.bilibili.com/video/av1850397478,这性能逆天了！高通骁龙8 Gen 4前瞻，以及个人对天玑9400的一些看法,https://www.bilibili.com/video/av1850397478#reply207965164848
155,207730606816,怕的是疼松动不用怕,2024-02-12 19:49:22,回复,141566607808,141566607808,294640035,https://www.bilibili.com/video/av294640035,深龋从直接盖髓到树脂充填,https://www.bilibili.com/video/av294640035#reply207730606816
156,207238332992,回复 @风骚Yogurt :现在呢,2024-02-09 16:45:25,回复,154576130432,155939162160,737719351,https://www.bilibili.com/video/av737719351,AI绘画为啥画不好手？,https://www.bilibili.com/video/av737719351#reply207238332992
157,207214715216,回复 @这谁又能说得准呢 :还有吗？,2024-02-09 13:59:07,回复,187913352352,206750398048,24441572,https://www.bilibili.com/video/av24441572,爵士舞教练班学员展示《蹦迪舞》,https://www.bilibili.com/video/av24441572#reply207214715216
158,207070227808,回复 @亦几峰顺 :经典网友判案 就你最懂 玩火影玩的,2024-02-08 17:12:00,回复,207038312592,207039665728,306537831,https://www.bilibili.com/video/av306537831,(视频不存在或已删除),https://www.bilibili.com/video/av306537831#reply207070227808
159,207069435968,回复 @Xxx_____________ :正反话全让你说了,2024-02-08 17:06:31,回复,207026196608,207043024624,306537831,https://www.bilibili.com/video/av306537831,(视频不存在或已删除),https://www.bilibili.com/video/av306537831#reply207069435968
160,206799881088,回复 @合成肉 :那是你不知道 节奏大师有自己的判定 大p也有自己的小等级只是明面上看不到,2024-02-07 01:48:23,回复,206635705952,206796026960,1400380182,https://www.bilibili.com/video/av1400380182,节奏大师在polysha本人不知情下使用其音乐(？,https://www.bilibili.com/video/av1400380182#reply206799881088
161,206798209120,回复 @Cyletix :皱皮又懂了,2024-02-07 01:30:40,回复,206259650144,206498687872,1700186893,https://www.bilibili.com/video/av1700186893,【圆锥曲线】曲线系只是一种自然的想法,https://www.bilibili.com/video/av1700186893#reply206798209120
162,206712087280,回复 @吃豆包的猫猫酱 :大p也分等级的，不是看到大p就是一个等级,2024-02-06 16:51:31,回复,206635705952,206670985216,1400380182,https://www.bilibili.com/video/av1400380182,节奏大师在polysha本人不知情下使用其音乐(？,https://www.bilibili.com/video/av1400380182#reply206712087280
163,206393010960,山的大小和塔的大小能是一样的吗,2024-02-04 19:32:33,一级评论,,,295501693,https://www.bilibili.com/video/av295501693,[Skyblock]焯！白白浪费人生宝贵的20分钟！一个眼都没刷出来！,https://www.bilibili.com/video/av295501693#reply206393010960
164,205313272752,不仅是还是音乐老师,2024-01-29 01:14:13,回复,195601649568,195601649568,492966148,https://www.bilibili.com/video/av492966148,金轮，你的脚怎么越来越咸了,https://www.bilibili.com/video/av492966148#reply205313272752
165,205311781456,他是老师,2024-01-29 00:58:01,回复,129569587120,129569587120,560449471,https://www.bilibili.com/video/av560449471,男人要时刻保持手指清洁🥵,https://www.bilibili.com/video/av560449471#reply205311781456
166,204788968432,回复 @銀泥メシルア :老坛,2024-01-25 18:16:13,回复,204253104848,204519983504,881526273,https://www.bilibili.com/video/av881526273,周边各国森林覆盖率,https://www.bilibili.com/video/av881526273#reply204788968432
167,204477838528,你读过经济学几本书就哈耶克上了[偷笑],2024-01-23 16:34:49,一级评论,,,884432056584503315,https://www.bilibili.com/video/av884432056584503315,(视频不存在或已删除),https://www.bilibili.com/video/av884432056584503315#reply204477838528
168,204219579632,以前莫哈老遇见你,2024-01-21 20:57:11,一级评论,,,764447395128803361,https://www.bilibili.com/video/av764447395128803361,(视频不存在或已删除),https://www.bilibili.com/video/av764447395128803361#reply204219579632
169,204219550688,扫墓,2024-01-21 20:56:38,一级评论,,,764447395128803361,https://www.bilibili.com/video/av764447395128803361,(视频不存在或已删除),https://www.bilibili.com/video/av764447395128803361#reply204219550688
170,202888833808,回复 @Sciture :典 意思我高中学导数的时候还要提前学大学内容推导数公式了？,2024-01-12 23:13:02,回复,94656453968,111234172352,507154122,https://www.bilibili.com/video/av507154122,“我们理科生就是比文科生高贵！”李老八实名制嘲讽文科生！带专也有鄙视链？,https://www.bilibili.com/video/av507154122#reply202888833808
171,202760968848,回复 @大大小小000龖龘 :还有双曲正弦 双曲余弦,2024-01-12 01:19:06,回复,202083539872,202712705696,580456299,https://www.bilibili.com/video/av580456299,高中必掌握的罕见三角函数公式,https://www.bilibili.com/video/av580456299#reply202760968848
172,202292802112,回复 @KittyCaitlin :你看看中专哥都急了,2024-01-08 20:24:54,回复,200352142400,200549857776,965373180,https://www.bilibili.com/video/av965373180,重庆一公园管道排出绿色液体？官方通报：系示踪剂，将随光照分解,https://www.bilibili.com/video/av965373180#reply202292802112
173,201988767440,回复 @无名氏-爱拍 :玩原神的有点儿废物了[tv_白眼],2024-01-06 20:02:05,回复,201573476160,201924727744,238151680,https://www.bilibili.com/video/av238151680,(获取失败),https://www.bilibili.com/video/av238151680#reply201988767440
174,201205689776,回复 @琳琳雨雨吖 :壁画这么多，你怎么不自己研发一个去,2024-01-01 14:15:06,回复,200552958336,200666533520,452821977,https://www.bilibili.com/video/av452821977,红米青山，荣耀绿洲，一加明眸，各家护眼都来到了3840Hz,https://www.bilibili.com/video/av452821977#reply201205689776
175,200778634160,回复 @御坂御坂害怕极了 :你不懂倒是真的,2023-12-29 20:25:58,回复,200671957760,200702025536,665436862,https://www.bilibili.com/video/av665436862,河南许昌，郑许市域铁路轻轨今日试运行。,https://www.bilibili.com/video/av665436862#reply200778634160
176,200778585584,回复 @花田dAsAb :中中中,2023-12-29 20:24:58,回复,200598081840,200700106240,665436862,https://www.bilibili.com/video/av665436862,河南许昌，郑许市域铁路轻轨今日试运行。,https://www.bilibili.com/video/av665436862#reply200778585584
177,200773790992,见证小鬼滚,2023-12-29 19:51:47,回复,200564669840,200564669840,665054682,https://www.bilibili.com/video/av665054682,达尔文奖中国候选人出现了！！,https://www.bilibili.com/video/av665054682#reply200773790992
178,200512840656,回复 @御坂12646号 :二次元青蛙滚,2023-12-27 23:03:47,回复,200489054112,200512771952,877780206,https://www.bilibili.com/video/av877780206,那些过圣诞和不过圣诞的国家们,https://www.bilibili.com/video/av877780206#reply200512840656
179,200485471632,"回复 @梅西万岁万岁 :1、取决于个人决定站在哪个立场
2、若是宏观上整个制度出现问题，每个人都要承担责任，毕竟每种制度出现错误是都是由整个社会的成员来承担代价；若是微观上小部分出现问题那自然是出问题的部分来承担
3、利润不是平分，而是按需分配，你可以按你的需求来获取你所生产的成果
4、生产资料公有，那就代表着没人可以私自占有生产资料，那么不劳动者便不得食，每个可劳动的社会成员都应参与生产 
另外你就像一个没上过学的狗在这里叫",2023-12-27 19:52:51,回复,200413935808,200442384400,965201386,https://www.bilibili.com/video/av965201386,解体日快乐,https://www.bilibili.com/video/av965201386#reply200485471632
180,200354888992,你就是被科学抛弃的人,2023-12-26 20:49:02,回复,200352142400,200352142400,965373180,https://www.bilibili.com/video/av965373180,重庆一公园管道排出绿色液体？官方通报：系示踪剂，将随光照分解,https://www.bilibili.com/video/av965373180#reply200354888992
181,199942112608,回复 @-暗香-疏影- :你看你玩原神就知道你什么水平了,2023-12-23 22:55:12,回复,199929529200,199941124096,410048077,https://www.bilibili.com/video/av410048077,封闭就是落后 ChatGPT汉语原料只占1%,https://www.bilibili.com/video/av410048077#reply199942112608
182,198893685904,1,2023-12-16 18:04:00,回复,1785996044,1785996044,40619185,https://www.bilibili.com/video/av40619185,南方的老鼠,https://www.bilibili.com/video/av40619185#reply198893685904
183,198843413648,美国人还研究上中国历史了,2023-12-16 11:56:16,一级评论,,,783847663665676297,https://www.bilibili.com/video/av783847663665676297,(视频不存在或已删除),https://www.bilibili.com/video/av783847663665676297#reply198843413648
184,198800565088,按你这么说被引用量北大还多呢,2023-12-16 00:24:24,回复,153496797008,153496797008,935165744,https://www.bilibili.com/video/av935165744,北京大学VS布朗大学（科研实力对比）,https://www.bilibili.com/video/av935165744#reply198800565088
185,198798517408,回复 @逝繁华已落 :只要学一点点习考个本科不是有手就行吗？,2023-12-16 00:09:10,回复,160386764224,169353881040,884688025,https://www.bilibili.com/video/av884688025,清华大学VS普林斯顿大学（深度对比）,https://www.bilibili.com/video/av884688025#reply198798517408
186,195635949424,回复 @圣嘉然之力丶 :指点江山的真的很烦,2023-11-23 19:58:41,回复,195068211536,195528277312,366048233,https://www.bilibili.com/video/av366048233,TERR[3]究竟比葛立恒数大多少,https://www.bilibili.com/video/av366048233#reply195635949424
187,195492895840,回复 @bili_50029774676 :有辅助线至少是中档,2023-11-22 19:48:58,回复,194273227488,194284784160,620805268,https://www.bilibili.com/video/av620805268,挑战初中热门数学题,https://www.bilibili.com/video/av620805268#reply195492895840
188,194094726048,回复 @泰宝叠叠 :但是学校有权利不让你用捏,2023-11-12 17:14:11,回复,194091968880,194093518352,663296852,https://www.bilibili.com/video/av663296852,某高校的《魔幻现实主义》,https://www.bilibili.com/video/av663296852#reply194094726048
189,194094440080,回复 @普普通通的NPC啊 :你的时间和老师的时间是同等价值的吗,2023-11-12 17:12:30,回复,194088108128,194088262640,663296852,https://www.bilibili.com/video/av663296852,某高校的《魔幻现实主义》,https://www.bilibili.com/video/av663296852#reply194094440080
190,193684707472,回复 @EDIFIER钰 :无知的人应激是这样的,2023-11-09 20:43:09,回复,193492799344,193564685408,790473473,https://www.bilibili.com/video/av790473473,这条高铁，正在分裂一个国家！,https://www.bilibili.com/video/av790473473#reply193684707472
191,193523618272,回复 @波导教我导 :经典二极管[吃瓜],2023-11-08 18:25:54,回复,182783215424,183569972064,362660684,https://www.bilibili.com/video/av362660684,一座南京城，半部民国史。,https://www.bilibili.com/video/av362660684#reply193523618272
192,192265138112,回复 @苏德历史爱好者 :因为前几次大灭绝人类还不存在,2023-10-30 21:01:25,回复,192173066656,192190836320,287224070,https://www.bilibili.com/video/av287224070,【2020 TGS】2020东京电玩展9/25 SEGA Fan Meet-Up,https://www.bilibili.com/video/av287224070#reply192265138112
193,192258208208,经典觉醒了,2023-10-30 20:11:32,一级评论,,,263522177,https://www.bilibili.com/video/av263522177,【尹净汉】韩娱无代餐的天使系爱豆,https://www.bilibili.com/video/av263522177#reply192258208208
194,191989459392,虽然晚了,2023-10-28 22:01:17,回复,191989454352,191989454352,789802151,https://www.bilibili.com/video/av789802151,生日快乐,https://www.bilibili.com/video/av789802151#reply191989459392
195,191989454352,生日快乐,2023-10-28 22:01:12,一级评论,,,789802151,https://www.bilibili.com/video/av789802151,生日快乐,https://www.bilibili.com/video/av789802151#reply191989454352
196,191979283312,水有点多,2023-10-28 20:56:25,一级评论,,,283034632,https://www.bilibili.com/video/av283034632,屋顶2：体验游戏的刺激感,https://www.bilibili.com/video/av283034632#reply191979283312
197,191976282256,回复 @困死了睡不着怎么办 :所以呢 高铁等等你的人民？,2023-10-28 20:36:41,回复,191959458848,191970540496,535166520,https://www.bilibili.com/video/av535166520,中国航天加油,https://www.bilibili.com/video/av535166520#reply191976282256
198,191299055280,回复 @送你入 :高一物理80多还不简单吗,2023-10-23 20:04:01,回复,190998314144,191206408224,285279016,https://www.bilibili.com/video/av285279016,(获取失败),https://www.bilibili.com/video/av285279016#reply191299055280
199,189027061632,回复 @有点谱 :不把自己的证据说出来等于自己说的话是在放屁,2023-10-06 20:02:40,回复,188279240992,188449304640,449081396,https://www.bilibili.com/video/av449081396,大国专家:华为卫星通信比星链还先进！敢问马斯克应该如何破局？,https://www.bilibili.com/video/av449081396#reply189027061632
200,189018878336,回复 @终在红旗下长大 :真是经济天才 意大利罗马平均工资差不多2000欧 看来我们国内月薪3000的人已经遥遥领先的超过了他们,2023-10-06 19:03:04,回复,188875875744,188964512224,831650480,https://www.bilibili.com/video/av831650480,苹果手机续航测试-苹果15续航好不好？,https://www.bilibili.com/video/av831650480#reply189018878336
201,188257117040,回复 @暗夜枭兽 :抽奖哥来了,2023-10-01 16:43:46,回复,188194515584,188251031168,534018851,https://www.bilibili.com/video/av534018851,国球灾难日！乒乓球一天输三场 陈梦孙颖莎出局 输完日本输印度,https://www.bilibili.com/video/av534018851#reply188257117040
202,188129140112,他需要此v就穿衣服,2023-09-30 18:55:08,一级评论,,,661299032,https://www.bilibili.com/video/av661299032,(获取失败),https://www.bilibili.com/video/av661299032#reply188129140112
203,188129074320,高消费直通车波波,2023-09-30 18:55:04,一级评论,,,661299032,https://www.bilibili.com/video/av661299032,(获取失败),https://www.bilibili.com/video/av661299032#reply188129074320
204,188129206096,申通快递提点提点一样的,2023-09-30 18:54:51,一级评论,,,661299032,https://www.bilibili.com/video/av661299032,(获取失败),https://www.bilibili.com/video/av661299032#reply188129206096
205,188034817728,确实不关底层人的事,2023-09-30 00:27:53,一级评论,,,278180096,https://www.bilibili.com/video/av278180096,商业数字人一体机跟顾客对话，直呼太智能了！,https://www.bilibili.com/video/av278180096#reply188034817728
206,188034457104,回复 @塞外江南 :谁贷款啊哈哈哈🤣,2023-09-30 00:26:29,回复,187190043760,187192217696,278180096,https://www.bilibili.com/video/av278180096,商业数字人一体机跟顾客对话，直呼太智能了！,https://www.bilibili.com/video/av278180096#reply188034457104
207,187873430128,回复 @有情调的10年钻 :你不是右翼是什么,2023-09-28 22:39:10,回复,150633745984,178065551120,863096648,https://www.bilibili.com/video/av863096648,禁止同性恋的68国,https://www.bilibili.com/video/av863096648#reply187873430128
208,187729555888,回复 @Harrrrrdy :别听人瞎说 不大,2023-09-27 21:50:09,回复,187710106960,187726616816,831458763,https://www.bilibili.com/video/av831458763,愿天堂没有痛苦和烦恼,https://www.bilibili.com/video/av831458763#reply187729555888
209,187293440672,两三千的东西而已,2023-09-24 18:27:22,回复,184952170720,184952170720,318022098,https://www.bilibili.com/video/av318022098,这是一名男高的Apple watch S8真实体验,https://www.bilibili.com/video/av318022098#reply187293440672
